jisoo,,,,,,,,,,,,
id,img name,Category,Color,Attribute1,Attribute 2,Attribute 3,Similar_img1,Similar_img2,Similar_img3,URL_1,URL_2,URL_3
7,ls_new_4,Tee,F1E8DC,striped,crew_neckline,short_sleeve,striped_tee_18.png,striped_tee_7.png,striped_tee_33.png,https://www.amazon.com/Collar-Sleeve-Striped-Blouse-Streetwear/dp/B08XZ6FBQD/ref=sr_1_18?dchild=1&keywords=striped+short+sleeve+knit&qid=1622719978&rnid=1040660&s=fashion-womens-intl-ship&sr=1-18,https://www.amazon.com/SweatyRocks-Womens-Sleeve-Striped-T-Shirt/dp/B07V9KSG8F/ref=sr_1_7?dchild=1&keywords=striped+short+sleeve+knit&qid=1622719978&rnid=1040660&s=fashion-womens-intl-ship&sr=1-7,https://www.amazon.com/Floerns-Womens-Striped-Sleeve-Multi-2/dp/B089GLR9BW/ref=sr_1_33?dchild=1&keywords=striped+short+sleeve+knit&qid=1622719978&rnid=1040660&s=fashion-womens-intl-ship&sr=1-33
8,ls_new_5,Dress,1A0814,short_sleeve,cotton,v_neckline,dot_dress_57.png,dot_dress_24.png,dot_dress_28.png,https://www.amazon.com/Vintage-Style-Picnic-Dresses-Women/dp/B01E6Z3VCS/ref=sr_1_57?dchild=1&keywords=dot+dress&qid=1622541832&s=apparel&sr=1-57,https://www.amazon.com/Nemidor-Womens-Ruffle-Sleeve-Jersey/dp/B07RYS33PC/ref=sr_1_24?dchild=1&keywords=dot+dress&qid=1622541832&s=apparel&sr=1-24,https://www.amazon.com/Romwe-Womens-Comfy-Swing-Sleeve/dp/B086945XB7/ref=sr_1_28?dchild=1&keywords=dot+dress&qid=1622541832&s=apparel&sr=1-28
9,ls_new_6,Dress,F7F4F7,short_sleeve,mini_length,cotton,white_lace_dress_56.png,white_lace_dress_50.png,white_lace_dress_46.png,https://www.amazon.com/BCBGeneration-Womens-Inset-Dress-Optic/dp/B07PCHQKXR/ref=sr_1_56?dchild=1&keywords=lace+dress&qid=1622719033&refinements=p_n_size_browse-vebin%3A2343363011&rnid=1040660&s=fashion-womens-intl-ship&sr=1-56,https://www.amazon.com/HAOKEKE-Sleeves-Patchwork-Chiffon-Pleated/dp/B08T1M2F4H/ref=sr_1_50?dchild=1&keywords=lace+dress&qid=1622719033&refinements=p_n_size_browse-vebin%3A2343363011&rnid=1040660&s=fashion-womens-intl-ship&sr=1-50,https://www.amazon.com/HAOKEKE-Women-Summer-Ceremoney-Pleated/dp/B093PVVF6C/ref=sr_1_46?dchild=1&keywords=lace+dress&qid=1622719023&refinements=p_n_size_browse-vebin%3A2343363011&rnid=1040660&s=fashion-womens-intl-ship&sr=1-46
10,ls_new_9,Blouse,F5F3F4,long_sleeve,tight,square_neckline,shirred_blouse_2.png,shirred_blouse_24.png,shirred_blouse_11.png,https://www.amazon.com/CNJFJ-Womens-Square-Sleeve-Shirred/dp/B07S2328S7/ref=sr_1_2?dchild=1&keywords=Square+Neck+Long+Sleeve+Shirred+Blouse&qid=1622724397&rnid=2343347011&s=apparel&sr=1-2,https://www.amazon.com/JQJ-Womens-Square-Blouse-Chiffon/dp/B08R5LYBZB/ref=sr_1_24?dchild=1&keywords=Square+Neck+Long+Sleeve+Shirred+Blouse&qid=1622724397&rnid=2343347011&s=apparel&sr=1-24,https://www.amazon.com/SAIKESIGIRL-Smocked-Chiffon-Blouses-X-Large/dp/B085WRZCGR/ref=sr_1_11?dchild=1&keywords=Square+Neck+Long+Sleeve+Shirred+Blouse&qid=1622724397&rnid=2343347011&s=apparel&sr=1-11
rose,,,,,,,,,,,,
id,img name,Category,Color,Attribute1,Attribute 2,Attribute 3,Similar_img1,Similar_img2,Similar_img3,URL_1,URL_2,URL_3
1,rs_1,Jacket,A78E68,solid,long_sleeve,cotton,camel_coat_44.png,camel_coat_17.png,camel_coat_8.png,https://www.amazon.com/Creme-Women%60s-Winter-Cashmere-Collar/dp/B074LQPYPL/ref=sr_1_44?dchild=1&keywords=camel+wool+coat&qid=1622648733&rnid=1044646&s=fashion-womens-intl-ship&sr=1-44,https://www.amazon.com/Amazon-Brand-Ritual-Womens-Herringbone/dp/B07PBXQJ15/ref=sr_1_17?dchild=1&keywords=camel+wool+coat&qid=1622648733&rnid=1044646&s=fashion-womens-intl-ship&sr=1-17,https://www.amazon.com/Allegra-Womens-Classic-Collar-Sleeve/dp/B07TXFQV4L/ref=sr_1_8?dchild=1&keywords=camel+wool+coat&qid=1622648733&rnid=1044646&s=fashion-womens-intl-ship&sr=1-8
2,rs_8,Blouse,8897B9,long_sleeve,tight,cotton,oxford_shirt_12.png,oxford_shirt_16.png,oxford_shirt_7.png,https://www.amazon.com/Womens-Formal-Simple-225Light-Blue/dp/B0771S58TM/ref=sr_1_12?dchild=1&keywords=oxford+shirt&qid=1622596456&rnid=1040660&s=fashion-womens-intl-ship&sr=1-12,https://www.amazon.com/OMSJ-Button-Shirts-Chiffon-Blouses/dp/B07RGSWN94/ref=sr_1_16?dchild=1&keywords=oxford+shirt&qid=1622596456&rnid=1040660&s=fashion-womens-intl-ship&sr=1-16,https://www.amazon.com/Polo-Ralph-Lauren-Womens-X-Large/dp/B07FB6CB21/ref=sr_1_7?dchild=1&keywords=oxford+shirt&qid=1622596456&rnid=1040660&s=fashion-womens-intl-ship&sr=1-7
3,rs_9,Blouse,FAFAFA,cotton,tight,short_sleeve,white_short_sleeve_shirt_4.png,white_short_sleeve_shirt_5.png,white_short_sleeve_shirt_30.png,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A0435227JAVUB7LITC3H&url=%2FROMWE-Womens-Casual-Sleeve-Button%2Fdp%2FB07Q799CB7%2Fref%3Dsr_1_4_sspa%3Fdchild%3D1%26keywords%3Dshort%2Bsleeve%2Bbutton%2Bshirt%26qid%3D1622650424%26refinements%3Dp_n_size_browse-vebin%253A2343363011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-4-spons%26psc%3D1%26smid%3DA19FFR8R0QPQHY&qualifier=1622650424&id=4956642616908034&widgetName=sp_atf,https://www.amazon.com/Dickies-Womens-Stretch-Poplin-Button-Up/dp/B07NMLYTJX/ref=sr_1_5?dchild=1&keywords=short+sleeve+button+shirt&qid=1622650424&refinements=p_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=apparel&sr=1-5,https://www.amazon.com/SUNNOW-Womens-Tailored-Button-Down-Stretch/dp/B01H4PIKPU/ref=sr_1_30?dchild=1&keywords=short+sleeve+button+shirt&qid=1622650424&refinements=p_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=apparel&sr=1-30
4,rs_15,Blouse,5D3D39,mini_length,square_neckline,short_sleeve,brown_crop_blouse_24.png,brown_crop_blouse_28.png,brown_crop_blouse_26.png,https://www.amazon.com/WT1731-Womens-Short-Sleeve-Unique/dp/B07QYQ3JT7/ref=sr_1_24?dchild=1&keywords=crop+short+sleeve+blouse&qid=1622651918&refinements=p_n_size_browse-vebin%3A2343351011&rnid=2343347011&s=fashion-womens-intl-ship&sr=1-24,https://www.amazon.com/SINRGAN-Womens-Short-Sleeve-Bandage/dp/B085HX5N4X/ref=sr_1_28?dchild=1&keywords=crop+short+sleeve+blouse&qid=1622651918&refinements=p_n_size_browse-vebin%3A2343351011&rnid=2343347011&s=fashion-womens-intl-ship&sr=1-28,https://www.amazon.com/WDIRARA-Womens-Short-Sleeve-Front/dp/B08J84LL98/ref=sr_1_26?dchild=1&keywords=crop+short+sleeve+blouse&qid=1622651918&refinements=p_n_size_browse-vebin%3A2343351011&rnid=2343347011&s=fashion-womens-intl-ship&sr=1-26
5,rs_18,Dress,F9F9F9,tight,no_neckline,mini_length,white_off_shoulder_dress_6.png,white_off_shoulder_dress_17.png,white_off_shoulder_dress_1.png,https://www.amazon.com/ZANZEA-Womens-Shoulder-Chiffon-Ruffle/dp/B01E9TYDH8/ref=sr_1_6?dchild=1&keywords=Off+Shoulder+Dress&qid=1622653432&refinements=p_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=apparel&sr=1-6,https://www.amazon.com/Sarin-Mathews-Shoulder-Sleeve-Cocktail/dp/B06Y2ZD4FR/ref=sr_1_17?dchild=1&keywords=Off+Shoulder+Dress&qid=1622653432&refinements=p_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=apparel&sr=1-17,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A09519793NNK5HG74MWD8&url=%2FMilumia-Womens-Shoulder-Ruffles-Shift%2Fdp%2FB01MPWWEJR%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DOff%2BShoulder%2BDress%26qid%3D1622653432%26refinements%3Dp_n_size_browse-vebin%253A2343363011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-1-spons%26psc%3D1%26smid%3DA2KPDXISH6B8UO&qualifier=1622653432&id=6954210821742902&widgetName=sp_atf
6,rs_new_2,Tee,03100C,tight,mini_length,crew_neckline,black_crop_tee_60.png,black_crop_tee_17.png,black_crop_tee_8.png,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A0921344535M3LD7IRPE&url=%2FMuzniuer-Sleeve-Basic-Solid-Thumb%2Fdp%2FB08NHPYQ2J%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dcrop%2Btee%26qid%3D1622728424%26refinements%3Dp_n_size_browse-vebin%253A2343349011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-60-spons%26psc%3D1&qualifier=1622728424&id=832031620963945&widgetName=sp_btf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A060937020M14FTEOKRXM&url=%2FWomens-Black-Summer-Trendy-Medium%2Fdp%2FB08VDMHGJC%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dcrop%2Btee%26qid%3D1622728424%26refinements%3Dp_n_size_browse-vebin%253A2343349011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-17-spons%26psc%3D1&qualifier=1622728424&id=832031620963945&widgetName=sp_mtf,https://www.amazon.com/SheIn-Womens-Print-Sleeve-T-Shirt/dp/B07S73FYBZ/ref=sr_1_8?dchild=1&keywords=crop+tee&qid=1622728424&refinements=p_n_size_browse-vebin%3A2343349011&rnid=2343347011&s=apparel&sr=1-8
7,rs_new_7,Tee,FF9306,long_sleeve,tight,crew_neckline,yellow_cardigan_45.png,yellow_cardigan_17.png,yellow_cardigan_43.png,https://www.amazon.com/Urban-CoCo-Cropped-Cardigan-Sweater/dp/B08ZS51VVD/ref=sr_1_45?dchild=1&keywords=crop+cardigan&qid=1622790709&refinements=p_n_size_browse-vebin%3A2343358011%7C2343364011&rnid=2343347011&s=apparel&sr=1-45,https://www.amazon.com/BIADANI-Classic-Sleeve-Cardigan-Mustard/dp/B079S392QG/ref=sr_1_17?dchild=1&keywords=crop+cardigan&qid=1622790709&refinements=p_n_size_browse-vebin%3A2343358011%7C2343364011&rnid=2343347011&s=apparel&sr=1-17,https://www.amazon.com/Urban-Look-Womens-Sweater-Cardigan/dp/B07GC9NMV3/ref=sr_1_43?dchild=1&keywords=crop+cardigan&qid=1622790709&refinements=p_n_size_browse-vebin%3A2343358011%7C2343364011&rnid=2343347011&s=apparel&sr=1-43
8,rs_new_8,Dress,FF9FF4,long_sleeve,mini_length,chiffon,pink_ruffle_dress_10.png,pink_ruffle_dress_43.png,pink_ruffle_dress_15.png,https://www.amazon.com/Rixdas-Womens-V-Neck-Sleeve-Ruffle/dp/B0928RTQTL/ref=sr_1_10?dchild=1&keywords=ruffle+dress&qid=1622792395&refinements=p_n_size_browse-vebin%3A2343359011&rnid=2343347011&s=apparel&sr=1-10,https://www.amazon.com/Relipop-Womens-Belted-Fishtail-Dresses/dp/B082ZX7Q5Q/ref=sr_1_43?dchild=1&keywords=ruffle+dress&qid=1622792395&refinements=p_n_size_browse-vebin%3A2343359011&rnid=2343347011&s=apparel&sr=1-43,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A000822336Y38ZOH5OB2K&url=%2FMeenew-Women-Sleeve-Ruffle-Flared%2Fdp%2FB08XXQVJB5%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3Druffle%2Bdress%26qid%3D1622792395%26refinements%3Dp_n_size_browse-vebin%253A2343359011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-15-spons%26psc%3D1&qualifier=1622792395&id=787479865107063&widgetName=sp_mtf
9,rs_new_9,Skirt,FDFDFD,tight,mini_length,pleated,white_mini_skirt_28.png,white_mini_skirt_10.png,white_mini_skirt_1.png,https://www.amazon.com/WB669-Womens-Versatile-Strechy-Skater/dp/B00KZ1BZFS/ref=sr_1_28?dchild=1&keywords=skirt&qid=1622802881&refinements=p_n_feature_two_browse-bin%3A11006707011%2Cp_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=fashion-womens-intl-ship&sr=1-28,https://www.amazon.com/BB-Dakota-Womens-Denim-Waisted/dp/B085DCWX7C/ref=sr_1_10?dchild=1&keywords=skirt&qid=1622802881&refinements=p_n_feature_two_browse-bin%3A11006707011%2Cp_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=fashion-womens-intl-ship&sr=1-10,https://www.amazon.com/SheIn-Womens-Shirred-Layered-Ruffle/dp/B07TCGLZ6Z/ref=sr_1_1?dchild=1&keywords=skirt&qid=1622802881&refinements=p_n_feature_two_browse-bin%3A11006707011%2Cp_n_size_browse-vebin%3A2343363011&rnid=2343347011&s=fashion-womens-intl-ship&sr=1-1
10,rs_new_10,Dress,FCFF00,sleeveless,mini_length,tight,yellow_sleeveless_dress_38.png,yellow_sleeveless_dress_16.png,yellow_sleeveless_dress_1.png,https://www.amazon.com/MSBASIC-Womens-Floral-Sleeveless-Dresses/dp/B08V4WT22X/ref=sr_1_38?dchild=1&keywords=sleeveless+dress&qid=1622793689&refinements=p_n_size_browse-vebin%3A2343364011&rnid=2343347011&s=apparel&sr=1-38,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A08513053F7L028AQVQ5E&url=%2FSylanfia-Bodycon-Spaghetti-Sleeveless-Dresses%2Fdp%2FB08VRP95SJ%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dsleeveless%2Bdress%26qid%3D1622793689%26refinements%3Dp_n_size_browse-vebin%253A2343364011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-16-spons%26psc%3D1&qualifier=1622793689&id=5960355152310716&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A0224149147BLDXRXHS1F&url=%2FWDR2357-Women-Sleeveless-Casual-Mustard%2Fdp%2FB08P2BHC6W%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dsleeveless%2Bdress%26qid%3D1622793689%26refinements%3Dp_n_size_browse-vebin%253A2343364011%26rnid%3D2343347011%26s%3Dapparel%26sr%3D1-1-spons%26psc%3D1&qualifier=1622793689&id=5960355152310716&widgetName=sp_atf
